li pana suli e	1
li toki open e	1
li ken ala moku kin e	1
li ken olin ala e	1
li lukin anpa e	1
li jo lili sin e	1
li kama ken moli e	1
li sama ala sama e	1
li kama weka e	1
li wile sin e	1
li wile ala unpa e	1
li awen ala pilin e	1
li kute ike e	1
li pakala kin e	1
li pini sike sin e	1
li ken tawa musi e	1
li jo lon e	1
li kama jo utala e	1
li alasa ala e	1
li ken ala ken utala e	1
li sona pona mute e	1
li ken ala ken jo e	1
li pana tawa mi mute e	1
li pilin suwi e	1
li sama kin e	1
li pana ike e	1
li toki tawa jan pona ona e	1
li toki tawa ona mute e	1
li olin kin kalama e	1
li sona ala sona toki e	1
li pana lon supa e	1
li kama musi e	1
li kama sona lili e	1
li lukin mute mute e	1
li lawa kin e	1
li ken pona tawa sina e	1
li pana tawa sina e	1
li pini ala pini e	1
li musi wawa mi musi ike e	1
li wile ala wile sitelen e	1
li wile ala kin e	1
li wile ala moli e	1
li ken ala pilin ala e	1
li open kon e	1
li ken pali pona mute e	1
li ken ala kama jo lon esun e	1
li moku sin e	1
li awen wawa e	1
li tawa poka ona e	1
li wile ala kin lukin e	1
li toki wawa tawa jan sewi <prp> e	1
li pana tawa ona mute e	1
li musi pona ala e	1
li pakala ala pakala sin e	1
li sama kepeken ike e	1
li sitelen lon lipu ona e	1
li ken tawa lili e	1
li wan wawa e	1
li sitelen kepeken toki <prp> e	1
li toki pi wawa ala e	1
li pilin ike e	1
li sona ike e	1
li unpa kin e	1
li unpa ala unpa kin e	1
li ken sitelen sin e	1
li open olin e	1
li sitelen sin pona mute e	1
li seli pi pona ali e	1
li wile wawa kama jo e	1
li ken kama jo lon esun e	1
li kama moli e	1
li weka kin e	1
li weka pona tan lawa e	1
li sitelen tawa mi e	1
li toki tu e	1
li lawa sin ala e	1
li wile kin lukin e	1
li musi noka e	1
li uta sin e	1
li kule sin e	1
li ken kin kama sona e	1
li kama pilin e	1
li pana tawa ma <prp> e	1
li wile mute kama sona e	1
li ken kama sona pona mute e	1
li ken ala lili sin e	1
li wile wawa pali e	1
li open tawa e	1
li weka tan oko e	1
li pini ala kin e	1
li utala toki e	1
li wile ala anpa e	1
li awen mute e	1
li wile ala sona e	1
li ken ala kin pali e	1
li pini ike e	1
li sike wawa e	1
li weka wawa e	1
li lon tan ali e	1
li nimi <prp> e	1
li jelo pimeja e	1
li sona ala ante toki e	1
li pona sin utala e	1
li ken sin e	1
li mama pona e	1
li wile ala wile toki e	1
li ken pali pona kin e	1
li olin ike e	1
li toki pona e	1
li lon ni taso mi lukin ala e	1
li wile pali sin e	1
li ken ala awen sona e	1
li jan pali pi pana e	1
li ken alasa pona e	1
li kama ala kama sona e	1
li sona lon ma tomo lili e	1
li awen kin e	1
li open wawa e	1
li jo ala jo kin e	1
li kama sona kin e	1
li pona ala pona sona e	1
li ike mute ali e	1
li kama kin kama sona e	1
li lawa ala sin e	1
li pakala luka e	1
li weka tawa jaki e	1
li jo lili taso e	1
li toki kalama wawa e	1
li ken lon kin e	1
li mu e	1
li lon kama e	1
li pini lukin jo e	1
li pini jo lukin ala e	1
li tawa ante e	1
li wile sona pali e	1
li wile ala wile pana e	1
li jo ala lon sona sina e	1
li awen kin kepeken e	1
li tawa weka lon sewi e	1
li pini kama e	1
li pini lon e	1
li toki ala kin e	1
li kama jo lon telo e	1
li toki seme e	1
li toki poka wan telo pi sike lukin e	1
li pilin akesi ala e	1
li kama taso e	1
li pakala tu e	1
li ken lukin kin e	1
li wile moku kin e	1
li kama olin kin e	1
li ken pakala mute e	1
li tawa ken kulupu e	1
li kama jo nasa e	1
li lukin lon ma e	1
li kama lukin sona e	1
li jo luka e	1
li pini pilin ala e	1
li sitelen pi nimi sina e	1
li seme tan e	1
li lon sona e	1
li pini wawa e	1
li wile kama lon jan pali pi pini e	1
li pana ala sin e	1
li kama mute e	1
li ken pilin musi e	1
li wile selo e	1
li jan e	1
li kin e	1
li ken sona kin e	1
li toki suwi sama e	1
li toki suwi tawa sina e	1
li awen luka sike e	1
li moli pi weka e	1
li wile pali sama e	1
li ken awen luka e	1
li pilin akesi e	1
li kama ala pini e	1
li sama lili mute e	1
li ken ala pana mani e	1
li wile ala wile sona e	1
li kama luka e	1
li kalama musi uta e	1
li awen olin e	1
li wile kepeken ala e	1
li toki mama sina e	1
li kalama sama e	1
li kama ala pakala e	1
li kama jo taso e	1
li wile supa sin e	1
li kiwen sama e	1
li wile lawa seme e	1
li ken wile e	1
li wile ala wile moku e	1
li tomo esun ala tawa lawa e	1
li kama nimi e	1
li wile kama pali e	1
li lukin wawa taso e	1
li lon poka e	1
li wile ala kepeken ike e	1
li ken mama e	1
li kama mama e	1
li sike luka tu e	1
li lukin jo kin e	1
li pini anu e	1
li pana mani e	1
li kama kin e	1
li wawa ala wawa e	1
li ken ala linja e	1
li wile kepeken sin kin e	1
li pana taso e	1
li ken ala pona sin e	1
li toki kalama mute e	1
li kama pali kin e	1
li seli moku e	1
li wile ala wile seli e	1
li seli kin e	1
li seli moku ala e	1
li ken seli pona e	1
li wile lawa kin e	1
li ike tawa e	1
li wile pona sin e	1
li wawa sama e	1
li anpa lon telo e	1
li nanpa e	1
li kama lape e	1
li ken kama jo esun e	1
li ken kama pali sin e	1
li pini pali ala e	1
li seli kin ala e	1
li mani e	1
li kalama pi kepeken luka e	1
li sona seli pi pona lili e	1
li sona seli pi pona nanpa wan e	1
li lukin moli e	1
li lukin sona e	1
li tomo e	1
li kalama kiwen e	1
li ken kalama musi uta e	1
li tawa sike lon anpa e	1
li kama pilin ala e	1
li sona pona seli e	1
li ken ala lukin kama e	1
li kama sona pi sona insa e	1
li wile ala wile awen e	1
li lukin lili taso e	1
li lukin insa e	1
li wile ala toki tawa mi e	1
li pana pakala e	1
li kama lukin sin e	1
li kepeken ko pona tawa e	1
li ken ala kute ala e	1
li lape kin poka e	1
li wile toki ala e	1
li open suno e	1
li lape mute ike tawa ken e	1
li awen a pana e	1
li awen pana e	1
li olin ala pali e	1
li ken ala wan pona e	1
li ken ala mani e	1
li seli o sona e	1
li kama jo wawa e	1
li sama jaki e	1
li kama wile toki e	1
li kulupu wawa e	1
li awen kama sona e	1
li ken ala len e	1
li awen len e	1
li ken ala pilin kin e	1
li sona pona lukin e	1
li toki ala tawa jan <prp> e	1
li pana pi esun ala e	1
li toki kiwen e	1
li lukin tawa e	1
li ken ko e	1
li pana pi mute ike e	1
li pona uta lon insa e	1
li kama sama anpa e	1
li weka sewi e	1
li ken lukin tawa kama jo e	1
li ken weka pona lon sona ona e	1
li pini kute e	1
li wile lukin tawa sona e	1
li sona ala mute e	1
li kama jo tan lukin e	1
li weka lon sona e	1
li pali mute en wawa e	1
li wile kama lukin e	1
li toki tawa meli lili e	1
li ken pana kule walo taso e	1
li lukin tawa jan e	1
li lukin weka e	1
li awen moku e	1
li alasa pi mute ike e	1
li lawa lukin e	1
li wile lon sama e	1
li utala lili e	1
li tawa weka ala e	1
li wile kama pilin e	1
li pali taso e	1
li lon taso e	1
li lukin ala kin e	1
li ken ala kama jo pi pana mani e	1
li ken toki tawa sina e	1
li lon ala lon anu sina pana ala pana e	1
li sama pona lukin e	1
li awen lili e	1
li nasa kin e	1
li seli lon anpa e	1
li toki ante kin e	1
li pakala pi palisa lili e	1
li sitelen pi jelo mani e	1
li wile tawa weka e	1
li kepeken ilo utala tawa moli e	1
li lupa taso e	1
li toki tawa jan pali pi tomo tawa e	1
li toki ike e	1
li wile ken sona e	1
li lili ike tawa lukin e	1
li pini pali tan jan seme en toki e	1
li ijo e	1
li ken lili e	1
li kama anpa e	1
li ken pini seme e	1
li wile nanpa e	1
li lon pakala e	1
li suli tawa sona e	1
li ken pana kin ala e	1
li wile lukin ala en kute ala e	1
li ken sona pi pona mute e	1
li kama jo esun ala kin e	1
li sona pi mute ali e	1
li pali lon seme e	1
li lukin sama mi e	1
li ken toki ala tawa jan ante e	1
li lawa pona mute e	1
li anpa mute e	1
li ken lawa pona mute e	1
li wile pali sin ala e	1
li pilin akesi tawa pali e	1
li wile toki en pali e	1
li wile sona tan suno insa pi jan <prp> e	1
li ken lukin en kute ala e	1
li toki sewi pi mute nasa e	1
li wile lukin ala e	1
li toki ike tawa jan <prp> e	1
li wile jo kin e	1
li lukin tawa kulupu e	1
li ken luka awen e	1
li nasin sama e	1
li wile moku mute e	1
li toki ike en anpa e	1
li wile mute lawa e	1
li ken lukin ala kin e	1
li ken pali ala taso kepeken e	1
li ken jaki ala e	1
li utala sama e	1
li lon anu lon e	1
li kama lon monsi e	1
li kama lon poka e	1
li sama lon e	1
li lukin lon e	1
li ken sona ala e	1
li ken anu ala e	1
li toki suli mute e	1
li awen wile e	1
li kepeken kiwen luka en walo uta ona tawa pakala e	1
li pilin lili e	1
li kama lon wan tawa kepeken utala e	1
li kepeken kiwen tawa pali e	1
li kepeken poka lili e	1
li sona ali e	1
li wile jo taso e	1
li lon ala kin e	1
li lili taso tawa weka e	1
li sama toki pi kalama mute kin e	1
li sama wawa e	1
li ken tu ala e	1
li ken lawa ala e	1
li pona pali e	1
li toki tawa mije ni e	1
li toki musi ike tawa mije pi tenpo sike lili e	1
li ken sitelen ala e	1
li awen lukin wawa e	1
li toki utala e	1
li lon tawa jan <prp> sama e	1
li wile pali weka e	1
li olin taso e	1
li kute taso e	1
li ken pilin ala lon pilin ona sama e	1
li olin pi kepeken unpa ala e	1
li wile pona ala e	1
li olin nasa mute e	1
li lawa pi mute ali e	1
li sona ala sona kin e	1
li kepeken pi tenpo wawa ike e	1
li kepeken uta ona tawa olin e	1
li kepeken noka ona tawa moli e	1
li ken lon taso e	1
li sama lili lukin e	1
li toki tawa jan <prp> en jan <prp> e	1
li pini lukin ala e	1
li wile pali seme e	1
li moku ala lon pini e	1
li kama sama loje e	1
li toki suli tawa mi e	1
li wile pana esun e	1
li selo pi lukin ala e	1
li lawa esun e	1
li lukin en kama jo e	1
li lukin lon sona ona e	1
li sitelen lukin e	1
li wile kepeken pona e	1
li wile lawa pona e	1
li wile sona ala e	1
li wile pali pona e	1
li weka lon sona ona e	1
li kepeken mute ike e	1
li toki suli ala e	1
li kama moku e	1
li ken pana ala e	1
li ken ala ken lukin e	1
li ken pona kute e	1
li anpa ala anpa e	1
li wile mute lukin e	1
li ken ala pona kute e	1
li ken ala lukin lon sona ona e	1
li awen toki e	1
li unpa uta e	1
li lawa mama e	1
li wile ala awen olin e	1
li ken pana sona e	1
li wile awen sona e	1
li moku pona e	1
li sijelo ante e	1
li kama wawa sama e	1
li olin sin e	1
li kama lon anpa e	1
li pona tawa mi e	1
li jo sama e	1
li musi ala tawa mi e	1
li ken nanpa e	1
li ken ala lukin lon sona e	1
li pana pi mute ali e	1
li ken ala pana esun e	1
li weka tan ma tomo e	1
li pilin utala e	1
li ken ala ken kama jo e	1
li lukin luka e	1
li sin lukin e	1
li ken ala lukin ala e	1
li utala kepeken e	1
li ken tu e	1
li lon taso mi kama lukin e	1
li sama ni e	1
li pini weka e	1
li pini tawa open e	1
li lukin pini e	1
li olin nasa e	1
li wile pona mute e	1
li wile wan e	1
li seli sama e	1
li lon sewi e	1
li toki wawa ala e	1
li pana lukin e	1
li unpa nasa e	1
li ken tawa insa e	1
li pakala ali e	1
li kule pimeja e	1
li moku kin e	1
li tawa pona e	1
li jo ala mute e	1
li ken ala nasa e	1
li ken ala kama e	1
li wile sama e	1
li wile ala lipu e	1
li kama insa e	1
li jo mute ike e	1
li tawa anpa e	1
li sona ala toki e	1
li sin ali e	1
li kama jo ala taso e	1
li utala unpa e	1
li olin kalama musi uta e	1
li ken pona sin e	1
li kute pona mute e	1
li ken ala wile e	1
li ken ala musi e	1
li kama jo kin e	1
li moku pi mute ike e	1
li ken ala ken kalama e	1
li sona insa e	1
li sinpin e	1
li wile pilin sama e	1
li wile lon wan tawa pali e	1
li jo mute kin e	1
li ken pona kepeken e	1
li olin uta ala e	1
li ken lukin sona e	1
li suli mute e	1
li ken pana taso e	1
li kama telo e	1
li ken ala kama sona insa e	1
li wile a kama sona e	1
li wile toki kin e	1
li wile awen jo e	1
li ken ala ken open e	1
li toki weka e	1
li ken kepeken wawa e	1
li ken utala e	1
li wile telo mute e	1
li pana wawa e	1
li pali pi wile ona e	1
li luka sike en olin uta e	1
li sona ala lukin e	1
li pilin sona e	1
li seli pi pona mute tawa telo e	1
li pilin tan ona sama e	1
li pana a e	1
li sona ala kama jo e	1
li jo insa e	1
li lon insa e	1
li ken ala pali kin e	1
li ken ala sitelen insa e	1
li wile olin kin e	1
li pana weka e	1
li kepeken taso e	1
li lukin pali alasa e	1
li lukin lawa e	1
li ala sin e	1
li sona seli e	1
li suli sama e	1
li ken pali pi pona lili e	1
li sona ala lawa e	1
li len pona e	1
li nena e	1
li sona ala seli e	1
li nasa ala tawa mi e	1
li toki tawa sona e	1
li lawa pi pona mute e	1
li lawa pi pona taso e	1
li ken jo awen e	1
li ken tawa sewi e	1
li sitelen kule e	1
li wile tu e	1
li ike sama e	1
li wile pi mute ike e	1
li wile lukin ala kin e	1
li sona <prp> tawa e	1
li wile ala esun e	1
li awen sama e	1
li ken pana esun e	1
li ken kepeken lili taso e	1
li wile kepeken taso e	1
li ken pana kiwen taso e	1
li wile nasa e	1
li sona mute kin e	1
li pona lawa e	1
li ken pakala taso e	1
li kin ala kin e	1
li kepeken ala kepeken mute e	1
li toki ala sin e	1
li toki tawa jan pi toki <prp> e	1
li ken ala toki sin e	1
li wile jo esun e	1
li anu sin e	1
li awen sona e	1
li ken kin e	1
li mute tawa alasa e	1
li wawa ona tawa musi e	1
li ken jo esun e	1
li lukin pali toki e	1
li wile ala open e	1
li toki tawa mama meli mi e	1
li ken ala pini kepeken e	1
li wile ala ante e	1
li wile toki sin e	1
li pona sama e	1
li kule ala e	1
li ken toki sin e	1
li olin ala sin e	1
li awen sin e	1
li sitelen ala sin e	1
li toki ala toki kin e	1
li lukin en jo e	1
li kama poka e	1
li lukin pali taso e	1
li pilin ala sin e	1
li wile telo e	1
li sona ala wawa e	1
li wile toki ante e	1
li moku ala kin e	1
li lukin ala lukin sin e	1
li pini kin e	1
li pona tawa sama e	1
li wile mute moku e	1
li lon ala lon kin e	1
li kepeken toki <prp> e	1
li ken pali kin e	1
li lawa pi ike mute e	1
li ken pi pona mute ali e	1
li ken pona pana e	1
li wile kama e	1
li pana luka e	1
li ken pali taso e	1
li pana ala kin e	1
li ken ala lukin pona e	1
li toki anpa e	1
li weka pi mute mute e	1
li lukin ala a e	1
li ken ala ike e	1
li lawa ala pi pona mute e	1
li pana sona pi pona mute e	1
li nasa mute e	1
li kama a sona a e	1
li wile en pali e	1
li open toki e	1
li wile mute kin e	1
li kama a sona e	1
li ken lete e	1
li anpa ni e	1
li alasa pona e	1
li awen ala kute e	1
li lukin open e	1
li ken sona wawa e	1
li kon e	1
li sona pi pona ali e	1
li sona ala jo e	1
li ken kepeken kin pi pona ali e	1
li ken a lawa e	1
li toki insa e	1
li pali pi pona ali e	1
li ken weka pona e	1
li pali tenpo wan pona e	1
li wile ala pona e	1
